carrera,modalidad,beca,edad,promedio,asistencias,aprobado
Arquitectura,Virtual,No,19,6.8,77,No
Industrial,Presencial,Si,29,6.1,84,No
Computacion,Hibrida,Si,24,6.8999999999999995,85,Si
Medicina,Virtual,No,26,9.1,49,No
Medicina,Hibrida,No,22,7.3,100,Si
Derecho,Hibrida,No,29,7.7,78,Si
Arquitectura,Virtual,No,29,9.4,40,No
Economia,Virtual,Si,19,4.7,48,No
Medicina,Virtual,Si,29,9.7,83,Si
Medicina,Hibrida,Si,21,9.6,97,Si
Economia,Presencial,No,29,7.9,56,No
Economia,Virtual,No,27,4.3,76,No
Arquitectura,Hibrida,No,30,4.8,83,No
Economia,Presencial,Si,22,10.0,74,Si
Industrial,Hibrida,No,24,7.0,53,No
Medicina,Virtual,Si,18,9.6,61,Si
Medicina,Virtual,Si,27,6.9,67,No
Arquitectura,Presencial,No,20,5.5,100,Si
Medicina,Virtual,Si,28,5.1,72,No
Economia,Hibrida,No,21,9.6,50,No
Industrial,Virtual,Si,20,4.8,45,No
Medicina,Virtual,No,29,7.9,71,No
Arquitectura,Presencial,No,18,4.6,61,No
Computacion,Presencial,No,26,8.9,66,Si
Arquitectura,Hibrida,No,18,4.0,84,No
Medicina,Hibrida,No,25,8.3,92,Si
Computacion,Presencial,No,25,9.6,50,No
Economia,Virtual,Si,29,7.0,56,No
Derecho,Hibrida,Si,20,4.5,83,No
Medicina,Virtual,Si,24,6.5,92,Si
Industrial,Presencial,No,22,9.7,61,Si
Computacion,Hibrida,Si,26,6.2,66,No
Economia,Presencial,Si,28,9.899999999999999,66,Si
Industrial,Virtual,No,29,4.9,55,No
Derecho,Presencial,No,22,8.6,89,Si
Industrial,Virtual,Si,25,7.199999999999999,82,Si
Economia,Hibrida,Si,25,5.7,62,No
Medicina,Hibrida,Si,19,9.9,77,Si
Computacion,Hibrida,No,21,9.0,66,Si
Industrial,Presencial,Si,24,8.5,100,Si
Arquitectura,Hibrida,Si,22,8.0,64,Si
Economia,Presencial,Si,29,8.799999999999999,97,Si
Medicina,Virtual,No,26,5.7,49,No
Economia,Virtual,No,28,9.7,53,No
Arquitectura,Presencial,No,29,4.4,88,No
Medicina,Hibrida,Si,18,8.200000000000001,100,Si
Computacion,Presencial,No,26,7.1,66,No
Industrial,Virtual,No,27,7.2,90,Si
Industrial,Hibrida,Si,22,10.0,70,No
Medicina,Presencial,No,25,8.1,77,Si
Computacion,Hibrida,No,29,5.5,67,Si
Derecho,Hibrida,Si,27,6.9,83,No
Computacion,Presencial,Si,28,8.0,81,Si
Derecho,Hibrida,Si,20,7.8,82,Si
Arquitectura,Presencial,Si,20,4.7,57,No
Computacion,Presencial,Si,29,7.3999999999999995,79,Si
Computacion,Hibrida,No,29,6.3,50,No
Economia,Presencial,No,24,8.8,68,Si
Industrial,Presencial,No,23,7.9,91,Si
Arquitectura,Hibrida,Si,30,7.5,76,Si
Arquitectura,Hibrida,Si,21,6.6000000000000005,76,No
Industrial,Presencial,Si,18,6.0,99,No
Medicina,Presencial,Si,23,9.700000000000001,77,Si
Medicina,Presencial,No,18,9.4,63,Si
Industrial,Virtual,No,22,4.6,33,No
Economia,Presencial,Si,29,9.8,64,Si
Medicina,Hibrida,No,19,6.4,96,No
Medicina,Presencial,Si,23,8.9,100,Si
Economia,Hibrida,Si,24,7.7,86,Si
Medicina,Hibrida,No,30,4.1,77,No
Arquitectura,Hibrida,Si,25,7.7,93,Si
Arquitectura,Presencial,No,18,6.2,87,No
Economia,Virtual,Si,27,7.3,69,Si
Computacion,Presencial,Si,24,10.0,98,Si
Industrial,Hibrida,Si,24,4.5,55,No
Arquitectura,Virtual,Si,19,9.1,58,No
Computacion,Virtual,No,25,5.7,46,No
Medicina,Hibrida,Si,30,5.0,99,No
Derecho,Virtual,Si,27,8.600000000000001,66,Si
Derecho,Hibrida,No,23,7.1,54,No
Industrial,Virtual,No,22,9.5,40,No
Economia,Virtual,Si,23,6.6,73,No
Derecho,Virtual,No,18,8.3,45,No
Medicina,Presencial,No,24,5.7,65,Si
Derecho,Virtual,No,20,7.0,70,No
Economia,Presencial,Si,19,7.7,91,Si
Derecho,Presencial,No,29,6.7,55,No
Medicina,Presencial,No,26,9.5,100,Si
Computacion,Presencial,No,26,7.8,98,Si
Computacion,Presencial,No,18,7.7,79,Si
Computacion,Hibrida,Si,23,5.699999999999999,55,No
Economia,Presencial,No,18,8.9,58,No
Computacion,Virtual,Si,30,6.6,65,No
Industrial,Hibrida,Si,26,7.800000000000001,69,Si
Economia,Presencial,Si,30,7.7,79,Si
Derecho,Virtual,No,20,7.6,47,No
Medicina,Hibrida,Si,27,9.600000000000001,89,Si
Economia,Hibrida,Si,21,10.0,96,Si
Economia,Presencial,Si,23,9.1,92,Si
Derecho,Presencial,No,22,5.3,100,No
Economia,Virtual,No,26,8.6,50,No
Derecho,Virtual,Si,24,9.2,66,Si
Derecho,Hibrida,Si,29,10.0,69,Si
Arquitectura,Virtual,Si,23,9.100000000000001,60,Si
Computacion,Virtual,No,18,6.7,65,No
Medicina,Virtual,No,27,6.0,48,No
Arquitectura,Presencial,Si,27,4.9,71,No
Computacion,Virtual,No,29,4.2,80,No
Computacion,Presencial,Si,25,8.799999999999999,74,No
Computacion,Presencial,No,30,5.8,78,No
Computacion,Hibrida,Si,20,8.4,75,Si
Derecho,Virtual,No,29,9.6,83,Si
Computacion,Hibrida,Si,20,7.199999999999999,70,No
Economia,Presencial,Si,20,9.799999999999999,98,Si
Computacion,Virtual,Si,23,6.0,86,Si
Industrial,Hibrida,No,25,7.8,89,Si
Medicina,Virtual,Si,25,5.0,77,No
Economia,Hibrida,No,28,4.2,64,No
Computacion,Presencial,Si,24,6.2,93,No
Industrial,Presencial,Si,29,9.4,57,No
Computacion,Presencial,No,18,7.0,94,Si
Economia,Presencial,Si,26,6.5,89,No
Industrial,Virtual,Si,26,6.9,86,No
Economia,Presencial,Si,23,6.3,52,No
Arquitectura,Hibrida,Si,28,4.3999999999999995,86,No
Arquitectura,Presencial,Si,26,6.7,78,Si
Industrial,Presencial,No,26,5.6,93,Si
Derecho,Hibrida,Si,27,9.6,69,No
Economia,Presencial,Si,18,6.7,79,No
Derecho,Virtual,No,18,5.3,74,No
Computacion,Virtual,Si,24,6.0,41,No
Arquitectura,Virtual,Si,27,4.6000000000000005,52,No
Economia,Presencial,Si,18,8.9,52,No
Medicina,Hibrida,Si,23,5.9,100,No
Economia,Presencial,Si,20,9.4,57,No
Derecho,Presencial,Si,22,10.0,71,No
Medicina,Virtual,No,23,9.1,57,No
Arquitectura,Virtual,No,20,6.4,52,No
Derecho,Presencial,Si,25,6.3,83,Si
Medicina,Presencial,Si,18,10.0,63,No
Derecho,Hibrida,Si,20,5.8999999999999995,94,Si
Arquitectura,Hibrida,Si,19,6.699999999999999,83,No
Medicina,Hibrida,Si,28,6.3,67,Si
Medicina,Presencial,No,23,7.3,69,No
Arquitectura,Hibrida,No,29,9.8,60,No
Computacion,Virtual,Si,29,5.0,84,No
Industrial,Hibrida,Si,19,7.8,74,Si
Arquitectura,Virtual,Si,30,7.8,57,No
Arquitectura,Presencial,Si,29,8.5,60,Si
Derecho,Hibrida,No,26,4.8,64,No
Derecho,Presencial,No,19,5.7,81,No
Industrial,Presencial,Si,29,9.299999999999999,97,Si
Economia,Hibrida,Si,29,4.699999999999999,58,No
Derecho,Presencial,Si,18,6.3,95,Si
Derecho,Presencial,No,25,6.2,58,No
Computacion,Presencial,No,29,5.2,99,No
Arquitectura,Presencial,No,23,9.3,76,Si
Derecho,Presencial,Si,23,8.5,88,Si
Medicina,Virtual,No,24,9.4,58,No
Computacion,Hibrida,Si,28,5.1,88,No
Industrial,Hibrida,Si,25,5.8,88,No
Arquitectura,Hibrida,Si,19,9.899999999999999,51,No
Industrial,Hibrida,No,19,7.7,75,Si
Arquitectura,Presencial,Si,19,6.9,50,No
Arquitectura,Virtual,No,24,6.8,92,Si
Industrial,Virtual,Si,19,7.7,59,No
Economia,Virtual,No,28,4.2,60,No
Industrial,Virtual,Si,29,5.3,60,No
Medicina,Presencial,No,21,4.8,71,No
Computacion,Presencial,No,20,5.5,100,No
Derecho,Hibrida,No,28,7.3,70,Si
Derecho,Presencial,Si,26,9.200000000000001,88,Si
Industrial,Hibrida,No,20,7.8,96,Si
Industrial,Presencial,No,22,5.3,85,No
Derecho,Presencial,No,25,9.8,61,No
Industrial,Presencial,No,26,5.4,65,No
Derecho,Presencial,Si,19,5.2,73,No
Medicina,Presencial,No,29,5.6,90,No
Arquitectura,Hibrida,No,25,6.0,79,No
Industrial,Hibrida,No,29,8.6,90,Si
Derecho,Virtual,Si,24,6.5,67,No
Arquitectura,Hibrida,No,30,4.4,63,No
Derecho,Presencial,Si,23,6.1000000000000005,51,No
Arquitectura,Virtual,No,26,4.5,61,No
Arquitectura,Presencial,No,30,9.6,86,Si
Economia,Virtual,Si,19,9.5,60,No
Derecho,Presencial,No,30,8.3,57,No
Medicina,Presencial,No,18,10.0,81,Si
Derecho,Presencial,Si,24,9.5,69,No
Derecho,Hibrida,Si,25,7.9,64,Si
Computacion,Hibrida,Si,18,7.8,93,Si
Arquitectura,Virtual,Si,20,10.0,39,No
Arquitectura,Virtual,No,20,5.3,79,No
Derecho,Virtual,No,22,5.6,73,Si
Medicina,Presencial,Si,28,10.0,98,Si
Economia,Hibrida,Si,21,9.8,79,Si
Medicina,Hibrida,No,24,5.1,84,No
Computacion,Hibrida,Si,30,8.5,72,No
Arquitectura,Presencial,Si,23,6.5,83,Si
Computacion,Presencial,No,28,5.1,58,No
Derecho,Virtual,No,28,9.1,54,No
Arquitectura,Virtual,Si,27,8.799999999999999,46,No
Industrial,Hibrida,Si,25,10.0,52,No
Arquitectura,Virtual,No,29,4.9,82,No
Industrial,Presencial,Si,27,9.0,81,Si
Industrial,Virtual,No,28,8.1,56,No
Industrial,Hibrida,No,21,8.2,62,No
Arquitectura,Hibrida,Si,18,6.3,80,No
Derecho,Virtual,Si,20,5.800000000000001,70,No
Medicina,Virtual,Si,18,7.6,74,Si
Computacion,Hibrida,Si,21,6.3,56,No
Medicina,Presencial,No,28,9.1,93,Si
Arquitectura,Hibrida,Si,29,5.0,81,No
Medicina,Hibrida,No,26,9.2,100,Si
Economia,Virtual,No,20,4.9,54,No
Derecho,Hibrida,Si,28,4.8,88,No
Economia,Hibrida,Si,29,9.4,93,Si
Industrial,Virtual,No,18,6.3,74,Si
Industrial,Presencial,No,21,9.0,90,Si
Medicina,Presencial,Si,28,5.0,62,No
Economia,Presencial,Si,18,7.1000000000000005,70,Si
Economia,Presencial,No,20,4.1,92,No
Medicina,Presencial,No,28,4.3,100,No
Derecho,Hibrida,No,28,6.2,54,No
Economia,Virtual,Si,23,6.5,79,No
Industrial,Presencial,No,19,6.6,96,Si
Computacion,Hibrida,No,23,6.6,51,No
Industrial,Presencial,No,27,9.9,87,Si
Arquitectura,Virtual,No,30,5.1,75,No
Computacion,Virtual,Si,24,10.0,87,Si
Medicina,Presencial,Si,29,8.1,68,Si
Derecho,Hibrida,No,27,6.4,84,No
Medicina,Virtual,Si,27,9.799999999999999,81,Si
Medicina,Presencial,Si,30,7.699999999999999,100,Si
Industrial,Presencial,No,23,8.2,83,Si
Medicina,Hibrida,No,23,5.4,98,No
Industrial,Hibrida,No,21,4.7,55,No
Medicina,Virtual,No,21,4.2,82,No
Computacion,Presencial,Si,20,5.0,54,No
Economia,Virtual,No,22,10.0,67,No
Economia,Virtual,Si,29,5.1,40,No
Economia,Virtual,No,25,6.4,67,No
Economia,Presencial,No,21,6.3,72,No
Computacion,Virtual,No,18,4.1,49,No
Derecho,Virtual,Si,18,8.0,61,No
Medicina,Virtual,Si,19,9.4,85,Si
Derecho,Virtual,Si,18,8.799999999999999,68,Si
Economia,Presencial,Si,26,5.5,76,No
Derecho,Presencial,No,27,5.7,83,No
Arquitectura,Hibrida,No,27,6.4,68,No
Medicina,Presencial,No,23,8.5,76,Si
Economia,Presencial,No,27,4.7,86,No
Arquitectura,Presencial,Si,29,9.899999999999999,66,Si
Derecho,Hibrida,No,24,5.6,83,No
Industrial,Hibrida,Si,20,5.6,87,No
Arquitectura,Hibrida,No,29,9.6,86,Si
Arquitectura,Hibrida,No,19,5.5,56,No
Arquitectura,Virtual,Si,18,8.7,37,No
Economia,Hibrida,No,21,5.7,95,No
Economia,Virtual,No,30,7.5,90,Si
Computacion,Presencial,No,22,7.4,69,Si
Computacion,Presencial,Si,27,4.3999999999999995,51,No
Economia,Presencial,Si,30,5.4,96,No
Medicina,Virtual,No,21,6.0,66,No
Arquitectura,Virtual,Si,27,8.3,41,No
Derecho,Virtual,No,24,6.3,48,No
Arquitectura,Hibrida,No,18,9.3,68,No
Derecho,Virtual,Si,28,8.6,40,No
Derecho,Virtual,No,21,7.9,37,No
Medicina,Hibrida,No,26,8.4,100,Si
Arquitectura,Presencial,Si,26,9.0,91,Si
Derecho,Hibrida,No,24,8.5,53,No
Industrial,Presencial,No,25,9.3,54,No
Derecho,Presencial,No,21,9.0,53,No
Arquitectura,Virtual,Si,20,5.3,72,No
Medicina,Virtual,Si,21,5.2,78,No
Economia,Virtual,Si,21,5.2,38,No
Medicina,Virtual,No,19,8.4,54,No
Economia,Presencial,No,24,4.9,80,No
Economia,Virtual,Si,29,4.5,51,No
Derecho,Presencial,No,25,5.0,51,No
Industrial,Presencial,Si,20,7.3,79,Si
Arquitectura,Hibrida,Si,19,7.5,60,No
Derecho,Virtual,Si,23,5.1000000000000005,78,No
Arquitectura,Virtual,Si,25,8.200000000000001,74,Si
Computacion,Hibrida,Si,22,4.8,73,No
Medicina,Presencial,No,28,4.9,88,No
Economia,Hibrida,Si,30,10.0,100,Si
Arquitectura,Virtual,No,26,8.3,47,No
Industrial,Presencial,No,27,8.6,54,No
Computacion,Presencial,Si,19,10.0,57,No
Computacion,Presencial,No,29,7.3,97,Si
Industrial,Presencial,No,18,9.2,81,Si
Computacion,Hibrida,Si,27,5.4,56,No
Economia,Hibrida,No,20,7.6,97,Si
Computacion,Virtual,Si,20,5.699999999999999,64,Si
Arquitectura,Virtual,Si,20,4.199999999999999,59,No
Medicina,Hibrida,No,28,8.9,100,Si
Derecho,Presencial,Si,29,7.4,62,Si
Economia,Virtual,Si,22,7.4,63,Si
Economia,Presencial,No,25,4.1,60,No
Economia,Hibrida,No,30,7.0,72,Si
Economia,Presencial,No,25,5.5,94,No
Medicina,Virtual,Si,20,9.899999999999999,80,Si
Medicina,Virtual,No,30,5.0,77,No
Computacion,Virtual,No,26,4.5,79,No
Economia,Hibrida,Si,20,7.699999999999999,57,No
Medicina,Presencial,Si,20,8.1,85,Si
Medicina,Presencial,No,28,8.3,74,Si
Arquitectura,Hibrida,No,28,8.6,61,Si
Medicina,Presencial,No,28,5.6,87,No
Arquitectura,Virtual,Si,21,5.7,44,No
Computacion,Presencial,No,27,7.2,64,No
Derecho,Presencial,Si,20,9.9,56,No
Computacion,Virtual,No,26,8.0,41,No
Medicina,Hibrida,No,26,7.0,84,Si
Computacion,Hibrida,Si,26,6.4,85,Si
Economia,Presencial,Si,18,9.3,61,Si
Medicina,Virtual,No,21,9.0,76,Si
Economia,Virtual,No,30,8.5,70,No
Derecho,Virtual,Si,19,8.3,77,Si
Derecho,Presencial,Si,22,8.299999999999999,52,No
Arquitectura,Presencial,Si,22,9.1,82,Si
Industrial,Presencial,Si,25,9.299999999999999,78,Si
Arquitectura,Hibrida,No,27,8.1,56,No
Arquitectura,Hibrida,Si,19,8.4,51,No
Medicina,Virtual,Si,29,8.1,59,No
Industrial,Presencial,No,21,7.3,62,No
Computacion,Virtual,Si,23,9.6,55,No
Arquitectura,Hibrida,Si,23,8.0,60,No
Arquitectura,Presencial,Si,18,7.3,84,Si
Medicina,Virtual,Si,21,5.6,76,No
Derecho,Presencial,No,24,9.4,55,No
Industrial,Presencial,No,20,6.4,56,No
Arquitectura,Virtual,Si,18,10.0,53,No
Derecho,Presencial,Si,19,8.6,82,Si
Derecho,Virtual,Si,26,7.2,90,Si
Medicina,Virtual,Si,28,5.0,97,No
Industrial,Hibrida,Si,28,9.5,65,No
Medicina,Hibrida,No,24,4.7,88,No
Arquitectura,Virtual,Si,26,8.299999999999999,52,No
Industrial,Hibrida,Si,29,6.8999999999999995,73,No
Arquitectura,Virtual,Si,27,9.299999999999999,78,Si
Economia,Hibrida,Si,23,6.2,88,No
Industrial,Presencial,No,29,5.8,58,No
Arquitectura,Presencial,No,22,7.8,59,No
Medicina,Virtual,No,19,8.6,83,Si
Arquitectura,Presencial,No,22,8.1,81,Si
Economia,Hibrida,No,24,5.7,82,Si
Arquitectura,Hibrida,No,19,6.5,65,Si
Medicina,Hibrida,No,21,6.4,100,No
Computacion,Virtual,No,30,7.5,38,No
Computacion,Hibrida,Si,28,8.5,75,Si
Derecho,Presencial,Si,20,6.4,79,No
Arquitectura,Hibrida,Si,18,9.2,61,No
Economia,Hibrida,Si,30,6.0,85,No
Derecho,Hibrida,Si,23,7.6000000000000005,92,Si
Arquitectura,Hibrida,No,22,9.0,97,Si
Arquitectura,Virtual,No,21,4.1,62,No
Computacion,Presencial,Si,18,8.4,96,Si
Computacion,Hibrida,No,28,5.2,72,No
Computacion,Hibrida,No,30,7.4,78,Si
Industrial,Virtual,No,25,7.4,62,No
Computacion,Hibrida,Si,26,7.5,76,Si
Computacion,Presencial,Si,24,6.3,94,Si
Economia,Virtual,No,20,7.6,35,No
Industrial,Virtual,No,26,9.4,59,No
Computacion,Virtual,Si,30,9.399999999999999,42,No
Medicina,Virtual,Si,23,10.0,96,Si
Arquitectura,Presencial,No,21,5.3,90,No
Economia,Virtual,Si,22,7.2,63,Si
Economia,Virtual,Si,27,7.3,52,No
Arquitectura,Presencial,No,18,6.9,55,No
Economia,Virtual,No,21,4.6,88,No
Derecho,Virtual,Si,28,5.8,48,No
Derecho,Hibrida,Si,28,9.9,81,Si
Arquitectura,Hibrida,Si,27,6.699999999999999,70,Si
Economia,Presencial,Si,27,8.5,60,Si
Industrial,Virtual,Si,24,5.1000000000000005,67,No
Medicina,Presencial,Si,23,9.5,98,Si
Computacion,Virtual,No,25,5.8,68,No
Industrial,Presencial,No,30,4.8,78,No
Industrial,Hibrida,No,19,9.0,79,Si
Arquitectura,Virtual,No,21,5.6,77,Si
Derecho,Virtual,Si,21,5.5,72,No
Computacion,Hibrida,Si,21,9.7,83,Si
Medicina,Presencial,No,26,7.2,74,Si
Derecho,Virtual,No,21,4.1,67,No
Industrial,Presencial,No,20,4.7,94,No
Economia,Hibrida,Si,23,9.0,80,Si
Computacion,Presencial,Si,23,6.7,80,Si
Medicina,Virtual,Si,29,7.4,98,Si
Computacion,Virtual,Si,21,9.6,45,No
Medicina,Virtual,No,18,7.7,95,Si
Computacion,Presencial,No,25,5.4,51,No
Derecho,Hibrida,No,20,4.6,55,No
Medicina,Hibrida,No,22,5.0,79,No
Arquitectura,Hibrida,No,27,8.5,92,Si
Medicina,Hibrida,No,25,5.0,85,No
Industrial,Hibrida,No,30,7.1,83,Si
Arquitectura,Presencial,Si,20,4.9,97,No
Arquitectura,Hibrida,Si,20,6.0,84,No
Medicina,Presencial,No,18,9.6,100,Si
Economia,Virtual,Si,30,6.0,45,No
Arquitectura,Virtual,Si,19,5.3,58,No
Medicina,Hibrida,Si,30,5.3,79,No
Arquitectura,Presencial,No,23,7.5,51,No
Arquitectura,Hibrida,Si,19,6.7,86,Si
Arquitectura,Virtual,No,27,5.2,84,No
Industrial,Virtual,Si,30,8.9,92,Si
Derecho,Presencial,No,18,8.5,57,No
Derecho,Hibrida,Si,18,5.6,84,No
Medicina,Virtual,Si,28,9.799999999999999,66,Si
Computacion,Hibrida,No,26,8.8,82,Si
Computacion,Virtual,No,18,9.3,58,No
Derecho,Virtual,Si,23,9.799999999999999,80,Si
Derecho,Virtual,Si,21,8.6,65,Si
Derecho,Hibrida,Si,29,4.4,71,No
Medicina,Presencial,No,28,9.7,93,Si
Industrial,Virtual,No,24,5.4,71,No
Computacion,Presencial,No,22,5.5,93,No
Industrial,Presencial,Si,25,6.9,79,Si
Arquitectura,Virtual,No,24,4.0,51,No
Computacion,Virtual,No,22,4.4,77,No
Computacion,Hibrida,No,23,7.8,63,Si
Industrial,Virtual,No,22,4.3,65,No
Industrial,Hibrida,Si,20,6.9,63,Si
Medicina,Presencial,No,20,9.6,88,Si
Economia,Hibrida,No,25,4.7,98,No
Arquitectura,Virtual,Si,18,7.8,80,Si
Industrial,Hibrida,Si,27,5.4,82,No
Arquitectura,Hibrida,No,30,5.6,70,No
Economia,Presencial,Si,30,6.7,97,Si
Medicina,Presencial,No,22,9.3,66,No
Arquitectura,Hibrida,Si,30,5.3,74,No
Industrial,Presencial,Si,22,10.0,87,Si
Computacion,Hibrida,No,21,7.3,78,Si
Economia,Hibrida,Si,29,5.6000000000000005,75,No
Computacion,Virtual,Si,21,8.8,83,Si
Economia,Presencial,No,18,5.1,58,No
Economia,Virtual,Si,18,10.0,44,No
Computacion,Hibrida,Si,29,8.3,78,Si
Economia,Presencial,Si,18,8.799999999999999,81,Si
Economia,Presencial,Si,20,5.8,99,No
Computacion,Presencial,No,29,7.7,56,No
Derecho,Presencial,No,26,9.7,51,No
Industrial,Hibrida,No,20,8.5,66,No
Arquitectura,Virtual,Si,20,5.8,35,No
Derecho,Virtual,Si,22,9.1,83,Si
Arquitectura,Hibrida,Si,18,5.6000000000000005,74,Si
Medicina,Presencial,Si,25,4.5,95,No
Computacion,Presencial,Si,18,8.2,99,Si
Medicina,Hibrida,Si,19,8.200000000000001,73,Si
Computacion,Virtual,No,25,7.6,45,No
Derecho,Presencial,No,30,7.4,50,No
Medicina,Presencial,No,19,5.1,100,No
Derecho,Presencial,Si,19,5.7,74,No
Medicina,Presencial,No,25,4.9,62,No
Economia,Virtual,No,29,6.4,37,No
Derecho,Hibrida,Si,25,9.2,79,Si
Computacion,Presencial,Si,30,6.5,100,Si
Economia,Presencial,Si,28,6.7,59,No
Arquitectura,Virtual,Si,20,10.0,87,Si
Medicina,Virtual,Si,24,8.0,68,No
Economia,Presencial,Si,20,7.3,55,No
Economia,Hibrida,Si,28,5.5,72,Si
Arquitectura,Virtual,Si,24,4.7,48,No
Arquitectura,Hibrida,Si,20,9.5,84,Si
Industrial,Virtual,No,22,6.9,59,No
Medicina,Virtual,Si,18,7.2,57,No
Derecho,Virtual,Si,27,4.9,32,No
Derecho,Presencial,No,22,4.3,75,No
Industrial,Hibrida,Si,24,8.1,96,Si
Economia,Presencial,No,26,5.6,77,Si
Computacion,Hibrida,Si,19,5.6,83,Si
Derecho,Presencial,Si,20,4.6000000000000005,60,No
Industrial,Hibrida,Si,18,6.2,71,Si
Derecho,Presencial,Si,18,4.3999999999999995,83,No
Industrial,Hibrida,No,25,5.4,57,No
Computacion,Hibrida,Si,19,6.1,75,Si
Computacion,Virtual,Si,21,5.5,70,No
Arquitectura,Hibrida,No,29,8.3,52,No
Arquitectura,Hibrida,No,22,7.3,55,No
Arquitectura,Virtual,No,22,6.3,46,No
Arquitectura,Hibrida,No,28,5.3,77,No
Computacion,Hibrida,Si,25,4.9,56,No
Computacion,Hibrida,No,29,5.6,82,Si
Arquitectura,Virtual,Si,18,5.199999999999999,61,No
Derecho,Virtual,No,24,4.2,53,No
Arquitectura,Hibrida,No,22,7.5,95,Si
Medicina,Virtual,No,20,8.3,52,No
Industrial,Hibrida,Si,30,5.2,99,No
Arquitectura,Presencial,Si,28,5.8,78,No
Computacion,Presencial,No,20,4.2,72,No
Computacion,Virtual,No,29,5.9,39,No
Economia,Hibrida,Si,24,6.2,64,No
Computacion,Virtual,Si,20,8.1,90,Si
Arquitectura,Presencial,No,19,7.8,100,Si
Economia,Virtual,Si,22,8.7,67,Si
Arquitectura,Presencial,Si,18,5.6,76,Si
Arquitectura,Presencial,Si,25,5.1,55,No
Derecho,Presencial,Si,27,8.700000000000001,90,Si
Derecho,Presencial,No,26,8.3,50,No
Medicina,Virtual,No,21,9.7,94,Si
Computacion,Virtual,Si,20,10.0,64,Si
Computacion,Presencial,Si,23,5.800000000000001,73,No
Industrial,Presencial,No,25,9.1,66,Si
Arquitectura,Virtual,Si,25,10.0,74,Si
Computacion,Hibrida,Si,25,8.3,61,No
Arquitectura,Virtual,No,29,8.9,55,No
Derecho,Virtual,Si,27,9.700000000000001,57,No
Arquitectura,Virtual,No,25,9.0,82,Si
Industrial,Presencial,No,18,4.2,56,No
Economia,Hibrida,No,22,9.8,58,No
Economia,Presencial,No,18,5.8,76,No
Medicina,Hibrida,Si,19,5.2,86,No
Industrial,Virtual,Si,23,5.5,90,Si
Industrial,Virtual,No,28,8.9,91,Si
Industrial,Hibrida,No,30,5.2,85,No
Derecho,Virtual,Si,18,9.299999999999999,65,Si
Arquitectura,Virtual,Si,29,4.9,70,No
Computacion,Virtual,No,22,9.2,35,No
Computacion,Presencial,Si,19,5.2,73,No
Economia,Presencial,Si,21,9.799999999999999,57,No
Arquitectura,Hibrida,No,18,8.9,65,Si
Computacion,Hibrida,No,18,9.9,62,Si
Industrial,Presencial,Si,27,7.2,87,Si
Computacion,Presencial,Si,30,5.9,50,No
Medicina,Presencial,Si,19,9.0,87,Si
Industrial,Hibrida,No,18,8.7,56,No
Medicina,Presencial,No,28,8.3,100,Si
Economia,Presencial,No,28,6.8,83,Si
Economia,Presencial,Si,19,5.5,78,Si
Derecho,Hibrida,Si,18,7.2,60,No
Medicina,Hibrida,Si,25,5.3999999999999995,93,No
Medicina,Presencial,No,19,6.6,98,Si
Arquitectura,Virtual,Si,20,9.6,76,Si
Computacion,Hibrida,Si,25,6.0,64,No
Arquitectura,Presencial,Si,20,8.8,85,Si
Arquitectura,Virtual,No,25,9.2,76,Si
Industrial,Virtual,No,21,8.8,47,No
Derecho,Presencial,Si,24,8.3,100,Si
Medicina,Hibrida,No,25,5.6,100,Si
Medicina,Hibrida,No,19,6.6,100,Si
Economia,Hibrida,Si,19,6.0,97,No
Economia,Presencial,No,19,4.0,50,No
Economia,Presencial,No,30,4.9,63,No
Industrial,Presencial,Si,27,5.5,84,No
Derecho,Presencial,Si,22,9.8,97,Si
Computacion,Presencial,No,21,4.3,56,No
Computacion,Virtual,No,29,6.2,78,No
Medicina,Hibrida,Si,21,8.2,99,Si
Computacion,Presencial,No,18,8.9,98,Si
Medicina,Virtual,No,30,10.0,76,Si
Computacion,Virtual,No,21,7.3,62,Si
Computacion,Virtual,No,23,8.8,46,No
Arquitectura,Virtual,Si,23,6.9,42,No
Industrial,Hibrida,No,20,5.4,74,No
Economia,Virtual,No,30,8.4,60,Si
Medicina,Virtual,Si,18,6.5,79,Si
Arquitectura,Virtual,Si,23,6.7,46,No
Derecho,Virtual,Si,21,5.3999999999999995,56,No
Derecho,Virtual,No,19,9.0,67,No
Industrial,Presencial,No,18,5.0,61,No
Medicina,Hibrida,No,20,9.4,74,Si
Economia,Presencial,No,24,6.6,58,No
Industrial,Virtual,Si,20,7.7,43,No
Arquitectura,Virtual,No,24,8.1,63,Si
Arquitectura,Virtual,No,27,4.3,87,No
Arquitectura,Hibrida,No,27,8.1,61,Si
Economia,Virtual,Si,22,4.5,95,No
Arquitectura,Presencial,No,21,7.5,97,Si
Economia,Hibrida,No,24,9.7,99,Si
Derecho,Hibrida,No,24,6.7,97,No
Arquitectura,Virtual,No,29,6.0,56,No
Computacion,Hibrida,Si,21,9.2,83,Si
Medicina,Presencial,No,29,9.0,87,Si
Industrial,Presencial,Si,28,5.0,56,No
Medicina,Virtual,No,24,7.6,69,Si
Economia,Presencial,No,19,5.7,85,No
Arquitectura,Presencial,Si,23,5.8,56,No
Computacion,Presencial,Si,20,4.8,61,No
Arquitectura,Hibrida,Si,19,10.0,67,Si
